year,name,code,region,value,color,rank,valueUsd,valueTrillionUsd,source
2015,"Korea, Rep.",KOR,East Asia & Pacific,1.231200,#94A3B8,10,1231199760000,1.231200,World Bank WDI via World Federation of Exchanges
2015,Australia,AUS,East Asia & Pacific,1.187083,#EF4444,11,1187083450000,1.187083,World Bank WDI via World Federation of Exchanges
2015,Spain,ESP,Europe & Central Asia,0.787192,#22C55E,12,787192290000,0.787192,World Bank WDI via World Federation of Exchanges
2015,South Africa,ZAF,Sub-Saharan Africa,0.735945,#EF4444,13,735945170000,0.735945,World Bank WDI via World Federation of Exchanges
2015,Netherlands,NLD,Europe & Central Asia,0.728486,#2DD4BF,14,728485580000,0.728486,World Bank WDI via World Federation of Exchanges
2015,Singapore,SGP,East Asia & Pacific,0.639956,#14B8A6,15,639955900000,0.639956,World Bank WDI via World Federation of Exchanges
2015,Brazil,BRA,Latin America & Caribbean,0.490534,#F97316,16,490534110000,0.490534,World Bank WDI via World Federation of Exchanges
2015,Saudi Arabia,SAU,"Middle East, North Africa, Afghanistan & Pakistan",0.421060,#818CF8,17,421060070000,0.421060,World Bank WDI via World Federation of Exchanges
2015,Belgium,BEL,Europe & Central Asia,0.414556,#84CC16,18,414556380000,0.414556,World Bank WDI via World Federation of Exchanges
2015,Mexico,MEX,Latin America & Caribbean,0.402253,#38BDF8,19,402253280000,0.402253,World Bank WDI via World Federation of Exchanges
2015,Russian Federation,RUS,Europe & Central Asia,0.393238,#38BDF8,20,393237760000,0.393238,World Bank WDI via World Federation of Exchanges
2015,Malaysia,MYS,East Asia & Pacific,0.382977,#818CF8,21,382976650000,0.382977,World Bank WDI via World Federation of Exchanges
2015,Indonesia,IDN,East Asia & Pacific,0.353271,#A78BFA,22,353270960000,0.353271,World Bank WDI via World Federation of Exchanges
2015,Thailand,THA,East Asia & Pacific,0.348798,#F59E0B,23,348798010000,0.348798,World Bank WDI via World Federation of Exchanges
2015,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.243904,#FB7185,24,243903680000,0.243904,World Bank WDI via World Federation of Exchanges
2015,Philippines,PHL,East Asia & Pacific,0.238820,#F43F5E,25,238819940000,0.238820,World Bank WDI via World Federation of Exchanges
2015,United Arab Emirates,ARE,"Middle East, North Africa, Afghanistan & Pakistan",0.195874,#F43F5E,26,195874110000,0.195874,World Bank WDI via World Federation of Exchanges
2015,Norway,NOR,Europe & Central Asia,0.193896,#F97316,27,193895750000,0.193896,World Bank WDI via World Federation of Exchanges
2015,Chile,CHL,Latin America & Caribbean,0.190352,#818CF8,28,190352000000,0.190352,World Bank WDI via World Federation of Exchanges
2015,Turkiye,TUR,Europe & Central Asia,0.188862,#F97316,29,188861890000,0.188862,World Bank WDI via World Federation of Exchanges
2015,Qatar,QAT,"Middle East, North Africa, Afghanistan & Pakistan",0.142556,#F43F5E,30,142556460000,0.142556,World Bank WDI via World Federation of Exchanges
2015,Poland,POL,Europe & Central Asia,0.137770,#F59E0B,31,137769580000,0.137770,World Bank WDI via World Federation of Exchanges
2015,Ireland,IRL,Europe & Central Asia,0.128009,#A78BFA,32,128008850000,0.128009,World Bank WDI via World Federation of Exchanges
2015,Kuwait,KWT,"Middle East, North Africa, Afghanistan & Pakistan",0.096113,#FB7185,33,96113490000,0.096113,World Bank WDI via World Federation of Exchanges
2015,Austria,AUT,Europe & Central Asia,0.096079,#38BDF8,34,96079380000,0.096079,World Bank WDI via World Federation of Exchanges
2015,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.089428,#FACC15,35,89428040000,0.089428,World Bank WDI via World Federation of Exchanges
2015,Colombia,COL,Latin America & Caribbean,0.085955,#38BDF8,36,85955450000,0.085955,World Bank WDI via World Federation of Exchanges
2015,New Zealand,NZL,East Asia & Pacific,0.074350,#38BDF8,37,74350500000,0.074350,World Bank WDI via World Federation of Exchanges
2015,Bangladesh,BGD,South Asia,0.065485,#EF4444,38,65484860000,0.065485,World Bank WDI via World Federation of Exchanges
2015,Portugal,PRT,Europe & Central Asia,0.059837,#22C55E,39,59837190000,0.059837,World Bank WDI via World Federation of Exchanges
2015,Viet Nam,VNM,East Asia & Pacific,0.058734,#FACC15,40,58734029971.91,0.058734,World Bank WDI via World Federation of Exchanges
2016,United States,USA,North America,27.352201,#A78BFA,1,27352200720000,27.352201,World Bank WDI via World Federation of Exchanges
2016,China,CHN,East Asia & Pacific,7.320738,#84CC16,2,7320738379789.18,7.320738,World Bank WDI via World Federation of Exchanges
2016,Japan,JPN,East Asia & Pacific,4.955300,#FB7185,3,4955299652289.15,4.955300,World Bank WDI via World Federation of Exchanges
2016,"Hong Kong SAR, China",HKG,East Asia & Pacific,3.193236,#F43F5E,4,3193235542860.09,3.193236,World Bank WDI via World Federation of Exchanges
2016,France,FRA,Europe & Central Asia,2.159047,#FACC15,5,2159046594865.80,2.159047,World Bank WDI via World Federation of Exchanges
2016,Canada,CAN,North America,1.993523,#38BDF8,6,1993522735729.70,1.993523,World Bank WDI via World Federation of Exchanges
2016,India,IND,South Asia,1.746297,#EF4444,7,1746297399289.67,1.746297,World Bank WDI via World Federation of Exchanges
2016,Germany,DEU,Europe & Central Asia,1.716042,#F43F5E,8,1716041505061.04,1.716042,World Bank WDI via World Federation of Exchanges
2016,Switzerland,CHE,Europe & Central Asia,1.403356,#38BDF8,9,1403355611192.93,1.403356,World Bank WDI via World Federation of Exchanges
2016,Australia,AUS,East Asia & Pacific,1.268494,#EF4444,10,1268493506774.29,1.268494,World Bank WDI via World Federation of Exchanges
2016,"Korea, Rep.",KOR,East Asia & Pacific,1.254541,#94A3B8,11,1254541184535.23,1.254541,World Bank WDI via World Federation of Exchanges
2016,South Africa,ZAF,Sub-Saharan Africa,0.951320,#EF4444,12,951320328603.54,0.951320,World Bank WDI via World Federation of Exchanges
2016,Netherlands,NLD,Europe & Central Asia,0.805724,#2DD4BF,13,805724439486.29,0.805724,World Bank WDI via World Federation of Exchanges
2016,Brazil,BRA,Latin America & Caribbean,0.758559,#F97316,14,758558918034.70,0.758559,World Bank WDI via World Federation of Exchanges
2016,Spain,ESP,Europe & Central Asia,0.704551,#22C55E,15,704551326648.43,0.704551,World Bank WDI via World Federation of Exchanges
2016,Singapore,SGP,East Asia & Pacific,0.640428,#14B8A6,16,640427546856.63,0.640428,World Bank WDI via World Federation of Exchanges
2016,Russian Federation,RUS,Europe & Central Asia,0.622052,#38BDF8,17,622051532644.56,0.622052,World Bank WDI via World Federation of Exchanges
2016,Saudi Arabia,SAU,"Middle East, North Africa, Afghanistan & Pakistan",0.448831,#818CF8,18,448831069541.55,0.448831,World Bank WDI via World Federation of Exchanges
2016,Thailand,THA,East Asia & Pacific,0.432956,#F59E0B,19,432956179450.80,0.432956,World Bank WDI via World Federation of Exchanges
2016,Indonesia,IDN,East Asia & Pacific,0.425768,#A78BFA,20,425767769935.99,0.425768,World Bank WDI via World Federation of Exchanges
2016,Belgium,BEL,Europe & Central Asia,0.378144,#84CC16,21,378144283250.56,0.378144,World Bank WDI via World Federation of Exchanges
2016,Malaysia,MYS,East Asia & Pacific,0.359788,#818CF8,22,359788303780.53,0.359788,World Bank WDI via World Federation of Exchanges
2016,Mexico,MEX,Latin America & Caribbean,0.350810,#38BDF8,23,350809553623.58,0.350810,World Bank WDI via World Federation of Exchanges
2016,Philippines,PHL,East Asia & Pacific,0.239738,#F43F5E,24,239738046230.45,0.239738,World Bank WDI via World Federation of Exchanges
2016,Norway,NOR,Europe & Central Asia,0.231257,#F97316,25,231257192555.23,0.231257,World Bank WDI via World Federation of Exchanges
2016,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.213984,#FB7185,26,213983608690.00,0.213984,World Bank WDI via World Federation of Exchanges
2016,United Arab Emirates,ARE,"Middle East, North Africa, Afghanistan & Pakistan",0.213213,#F43F5E,27,213212763813.62,0.213213,World Bank WDI via World Federation of Exchanges
2016,Chile,CHL,Latin America & Caribbean,0.212480,#818CF8,28,212479793765.00,0.212480,World Bank WDI via World Federation of Exchanges
2016,Turkiye,TUR,Europe & Central Asia,0.171765,#F97316,29,171764937097.97,0.171765,World Bank WDI via World Federation of Exchanges
2016,Qatar,QAT,"Middle East, North Africa, Afghanistan & Pakistan",0.154824,#F43F5E,30,154823888553.06,0.154824,World Bank WDI via World Federation of Exchanges
2016,Poland,POL,Europe & Central Asia,0.138691,#F59E0B,31,138691082497.67,0.138691,World Bank WDI via World Federation of Exchanges
2016,Austria,AUT,Europe & Central Asia,0.120977,#38BDF8,32,120976729936.55,0.120977,World Bank WDI via World Federation of Exchanges
2016,Ireland,IRL,Europe & Central Asia,0.119829,#A78BFA,33,119828586645.00,0.119829,World Bank WDI via World Federation of Exchanges
2016,Colombia,COL,Latin America & Caribbean,0.103819,#38BDF8,34,103818618591.61,0.103819,World Bank WDI via World Federation of Exchanges
2016,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.101008,#FACC15,35,101008000000,0.101008,World Bank WDI via World Federation of Exchanges
2016,Peru,PER,Latin America & Caribbean,0.081089,#F59E0B,36,81088973557.18,0.081089,World Bank WDI via World Federation of Exchanges
2016,New Zealand,NZL,East Asia & Pacific,0.080048,#38BDF8,37,80048458701.55,0.080048,World Bank WDI via World Federation of Exchanges
2016,Viet Nam,VNM,East Asia & Pacific,0.073222,#FACC15,38,73222197644.72,0.073222,World Bank WDI via World Federation of Exchanges
2016,Bangladesh,BGD,South Asia,0.070419,#EF4444,39,70419424536.45,0.070419,World Bank WDI via World Federation of Exchanges
2016,Argentina,ARG,Latin America & Caribbean,0.063601,#2DD4BF,40,63601116144.46,0.063601,World Bank WDI via World Federation of Exchanges
2017,United States,USA,North America,32.120703,#A78BFA,1,32120702650000,32.120703,World Bank WDI via World Federation of Exchanges
2017,China,CHN,East Asia & Pacific,8.711267,#84CC16,2,8711267220000,8.711267,World Bank WDI via World Federation of Exchanges
2017,Japan,JPN,East Asia & Pacific,6.222825,#FB7185,3,6222825210000,6.222825,World Bank WDI via World Federation of Exchanges
2017,"Hong Kong SAR, China",HKG,East Asia & Pacific,4.350515,#F43F5E,4,4350514610000,4.350515,World Bank WDI via World Federation of Exchanges
2017,France,FRA,Europe & Central Asia,2.749315,#FACC15,5,2749314584104.38,2.749315,World Bank WDI via World Federation of Exchanges
2017,India,IND,South Asia,2.555989,#EF4444,6,2555988798537.81,2.555989,World Bank WDI via World Federation of Exchanges
2017,Canada,CAN,North America,2.367060,#38BDF8,7,2367059920000,2.367060,World Bank WDI via World Federation of Exchanges
2017,Germany,DEU,Europe & Central Asia,2.262223,#F43F5E,8,2262222570000,2.262223,World Bank WDI via World Federation of Exchanges
2017,"Korea, Rep.",KOR,East Asia & Pacific,1.771768,#94A3B8,9,1771767930000,1.771768,World Bank WDI via World Federation of Exchanges
2017,Switzerland,CHE,Europe & Central Asia,1.686497,#38BDF8,10,1686497070000,1.686497,World Bank WDI via World Federation of Exchanges
2017,Australia,AUS,East Asia & Pacific,1.508463,#EF4444,11,1508462800000,1.508463,World Bank WDI via World Federation of Exchanges
2017,South Africa,ZAF,Sub-Saharan Africa,1.230977,#EF4444,12,1230977190000,1.230977,World Bank WDI via World Federation of Exchanges
2017,Netherlands,NLD,Europe & Central Asia,1.100105,#2DD4BF,13,1100105440292.49,1.100105,World Bank WDI via World Federation of Exchanges
2017,Brazil,BRA,Latin America & Caribbean,0.954715,#F97316,14,954715100000,0.954715,World Bank WDI via World Federation of Exchanges
2017,Spain,ESP,Europe & Central Asia,0.888838,#22C55E,15,888837580000,0.888838,World Bank WDI via World Federation of Exchanges
2017,Singapore,SGP,East Asia & Pacific,0.787255,#14B8A6,16,787255330000,0.787255,World Bank WDI via World Federation of Exchanges
2017,Russian Federation,RUS,Europe & Central Asia,0.623425,#38BDF8,17,623424900000,0.623425,World Bank WDI via World Federation of Exchanges
2017,Thailand,THA,East Asia & Pacific,0.548795,#F59E0B,18,548795410000,0.548795,World Bank WDI via World Federation of Exchanges
2017,Indonesia,IDN,East Asia & Pacific,0.520687,#A78BFA,19,520686680000,0.520687,World Bank WDI via World Federation of Exchanges
2017,Malaysia,MYS,East Asia & Pacific,0.455772,#818CF8,20,455772490000,0.455772,World Bank WDI via World Federation of Exchanges
2017,Saudi Arabia,SAU,"Middle East, North Africa, Afghanistan & Pakistan",0.451379,#818CF8,21,451378840000,0.451379,World Bank WDI via World Federation of Exchanges
2017,Belgium,BEL,Europe & Central Asia,0.437794,#84CC16,22,437793522325.46,0.437794,World Bank WDI via World Federation of Exchanges
2017,Mexico,MEX,Latin America & Caribbean,0.417021,#38BDF8,23,417020520000,0.417021,World Bank WDI via World Federation of Exchanges
2017,Chile,CHL,Latin America & Caribbean,0.294676,#818CF8,24,294675740000,0.294676,World Bank WDI via World Federation of Exchanges
2017,Philippines,PHL,East Asia & Pacific,0.290401,#F43F5E,25,290401420000,0.290401,World Bank WDI via World Federation of Exchanges
2017,Norway,NOR,Europe & Central Asia,0.287192,#F97316,26,287192200000,0.287192,World Bank WDI via World Federation of Exchanges
2017,United Arab Emirates,ARE,"Middle East, North Africa, Afghanistan & Pakistan",0.232104,#F43F5E,27,232103890000,0.232104,World Bank WDI via World Federation of Exchanges
2017,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.231049,#FB7185,28,231048760000,0.231049,World Bank WDI via World Federation of Exchanges
2017,Turkiye,TUR,Europe & Central Asia,0.227512,#F97316,29,227511820000,0.227512,World Bank WDI via World Federation of Exchanges
2017,Poland,POL,Europe & Central Asia,0.201393,#F59E0B,30,201392890000,0.201393,World Bank WDI via World Federation of Exchanges
2017,Austria,AUT,Europe & Central Asia,0.150646,#38BDF8,31,150645990000,0.150646,World Bank WDI via World Federation of Exchanges
2017,Ireland,IRL,Europe & Central Asia,0.146554,#A78BFA,32,146554130000,0.146554,World Bank WDI via World Federation of Exchanges
2017,Qatar,QAT,"Middle East, North Africa, Afghanistan & Pakistan",0.130610,#F43F5E,33,130610060000,0.130610,World Bank WDI via World Federation of Exchanges
2017,Viet Nam,VNM,East Asia & Pacific,0.125310,#FACC15,34,125310026857.04,0.125310,World Bank WDI via World Federation of Exchanges
2017,Colombia,COL,Latin America & Caribbean,0.121477,#38BDF8,35,121477230000,0.121477,World Bank WDI via World Federation of Exchanges
2017,Argentina,ARG,Latin America & Caribbean,0.108740,#2DD4BF,36,108740050000,0.108740,World Bank WDI via World Federation of Exchanges
2017,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.106329,#FACC15,37,106329000000,0.106329,World Bank WDI via World Federation of Exchanges
2017,Peru,PER,Latin America & Caribbean,0.099218,#F59E0B,38,99217960000,0.099218,World Bank WDI via World Federation of Exchanges
2017,New Zealand,NZL,East Asia & Pacific,0.094691,#38BDF8,39,94691280000,0.094691,World Bank WDI via World Federation of Exchanges
2017,Bangladesh,BGD,South Asia,0.086179,#EF4444,40,86178750000,0.086179,World Bank WDI via World Federation of Exchanges
2018,United States,USA,North America,30.436313,#A78BFA,1,30436313050000,30.436313,World Bank WDI via World Federation of Exchanges
2018,China,CHN,East Asia & Pacific,6.324880,#84CC16,2,6324879760000,6.324880,World Bank WDI via World Federation of Exchanges
2018,Japan,JPN,East Asia & Pacific,5.296811,#FB7185,3,5296811100000,5.296811,World Bank WDI via World Federation of Exchanges
2018,India,IND,South Asia,4.139820,#EF4444,4,4139820080000,4.139820,World Bank WDI via World Federation of Exchanges
2018,"Hong Kong SAR, China",HKG,East Asia & Pacific,3.819215,#F43F5E,5,3819215400000,3.819215,World Bank WDI via World Federation of Exchanges
2018,France,FRA,Europe & Central Asia,2.365950,#FACC15,6,2365950236659.36,2.365950,World Bank WDI via World Federation of Exchanges
2018,Canada,CAN,North America,1.937903,#38BDF8,7,1937902710000,1.937903,World Bank WDI via World Federation of Exchanges
2018,Germany,DEU,Europe & Central Asia,1.755173,#F43F5E,8,1755172790000,1.755173,World Bank WDI via World Federation of Exchanges
2018,Switzerland,CHE,Europe & Central Asia,1.441160,#38BDF8,9,1441160480000,1.441160,World Bank WDI via World Federation of Exchanges
2018,"Korea, Rep.",KOR,East Asia & Pacific,1.413717,#94A3B8,10,1413716510000,1.413717,World Bank WDI via World Federation of Exchanges
2018,Australia,AUS,East Asia & Pacific,1.262800,#EF4444,11,1262800270000,1.262800,World Bank WDI via World Federation of Exchanges
2018,Brazil,BRA,Latin America & Caribbean,0.916824,#F97316,12,916824390000,0.916824,World Bank WDI via World Federation of Exchanges
2018,South Africa,ZAF,Sub-Saharan Africa,0.865328,#EF4444,13,865327650000,0.865328,World Bank WDI via World Federation of Exchanges
2018,Spain,ESP,Europe & Central Asia,0.723691,#22C55E,14,723690970000,0.723691,World Bank WDI via World Federation of Exchanges
2018,Singapore,SGP,East Asia & Pacific,0.687257,#14B8A6,15,687257160000,0.687257,World Bank WDI via World Federation of Exchanges
2018,Russian Federation,RUS,Europe & Central Asia,0.576116,#38BDF8,16,576116340000,0.576116,World Bank WDI via World Federation of Exchanges
2018,Thailand,THA,East Asia & Pacific,0.500741,#F59E0B,17,500741030000,0.500741,World Bank WDI via World Federation of Exchanges
2018,Saudi Arabia,SAU,"Middle East, North Africa, Afghanistan & Pakistan",0.496353,#818CF8,18,496353180000,0.496353,World Bank WDI via World Federation of Exchanges
2018,Indonesia,IDN,East Asia & Pacific,0.486766,#A78BFA,19,486765920000,0.486766,World Bank WDI via World Federation of Exchanges
2018,Malaysia,MYS,East Asia & Pacific,0.398019,#818CF8,20,398018700000,0.398019,World Bank WDI via World Federation of Exchanges
2018,Belgium,BEL,Europe & Central Asia,0.321094,#84CC16,21,321093542983.70,0.321094,World Bank WDI via World Federation of Exchanges
2018,Norway,NOR,Europe & Central Asia,0.267382,#F97316,22,267382190000,0.267382,World Bank WDI via World Federation of Exchanges
2018,Philippines,PHL,East Asia & Pacific,0.258224,#F43F5E,23,258223590000,0.258224,World Bank WDI via World Federation of Exchanges
2018,Chile,CHL,Latin America & Caribbean,0.252923,#818CF8,24,252922690000,0.252923,World Bank WDI via World Federation of Exchanges
2018,United Arab Emirates,ARE,"Middle East, North Africa, Afghanistan & Pakistan",0.231377,#F43F5E,25,231377490000,0.231377,World Bank WDI via World Federation of Exchanges
2018,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.187466,#FB7185,26,187466400000,0.187466,World Bank WDI via World Federation of Exchanges
2018,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.170460,#FACC15,27,170460420000,0.170460,World Bank WDI via World Federation of Exchanges
2018,Qatar,QAT,"Middle East, North Africa, Afghanistan & Pakistan",0.163047,#F43F5E,28,163047410000,0.163047,World Bank WDI via World Federation of Exchanges
2018,Poland,POL,Europe & Central Asia,0.160483,#F59E0B,29,160482620000,0.160483,World Bank WDI via World Federation of Exchanges
2018,Turkiye,TUR,Europe & Central Asia,0.149264,#F97316,30,149263560000,0.149264,World Bank WDI via World Federation of Exchanges
2018,Viet Nam,VNM,East Asia & Pacific,0.132653,#FACC15,31,132653000000,0.132653,World Bank WDI via World Federation of Exchanges
2018,Austria,AUT,Europe & Central Asia,0.116802,#38BDF8,32,116802000000,0.116802,World Bank WDI via World Federation of Exchanges
2018,Ireland,IRL,Europe & Central Asia,0.110154,#A78BFA,33,110154370000,0.110154,World Bank WDI via World Federation of Exchanges
2018,Colombia,COL,Latin America & Caribbean,0.103848,#38BDF8,34,103848380000,0.103848,World Bank WDI via World Federation of Exchanges
2018,Peru,PER,Latin America & Caribbean,0.093385,#F59E0B,35,93385360000,0.093385,World Bank WDI via World Federation of Exchanges
2018,New Zealand,NZL,East Asia & Pacific,0.086133,#38BDF8,36,86132630000,0.086133,World Bank WDI via World Federation of Exchanges
2018,Bangladesh,BGD,South Asia,0.077391,#EF4444,37,77390510000,0.077391,World Bank WDI via World Federation of Exchanges
2018,Portugal,PRT,Europe & Central Asia,0.061934,#22C55E,38,61933604857.41,0.061934,World Bank WDI via World Federation of Exchanges
2018,Morocco,MAR,"Middle East, North Africa, Afghanistan & Pakistan",0.061081,#94A3B8,39,61080780000,0.061081,World Bank WDI via World Federation of Exchanges
2018,Pakistan,PAK,"Middle East, North Africa, Afghanistan & Pakistan",0.055504,#60A5FA,40,55503510000,0.055504,World Bank WDI via World Federation of Exchanges
2019,United States,USA,North America,34.085727,#A78BFA,1,34085727370000,34.085727,World Bank WDI via World Federation of Exchanges
2019,China,CHN,East Asia & Pacific,8.569512,#84CC16,2,8569512150000,8.569512,World Bank WDI via World Federation of Exchanges
2019,Japan,JPN,East Asia & Pacific,6.191073,#FB7185,3,6191073290000,6.191073,World Bank WDI via World Federation of Exchanges
2019,"Hong Kong SAR, China",HKG,East Asia & Pacific,4.899235,#F43F5E,4,4899234580000,4.899235,World Bank WDI via World Federation of Exchanges
2019,Canada,CAN,North America,2.409099,#38BDF8,5,2409098540000,2.409099,World Bank WDI via World Federation of Exchanges
2019,Saudi Arabia,SAU,"Middle East, North Africa, Afghanistan & Pakistan",2.406820,#818CF8,6,2406819600000,2.406820,World Bank WDI via World Federation of Exchanges
2019,India,IND,South Asia,2.162703,#EF4444,7,2162702910000,2.162703,World Bank WDI via World Federation of Exchanges
2019,Germany,DEU,Europe & Central Asia,2.098174,#F43F5E,8,2098173930000,2.098174,World Bank WDI via World Federation of Exchanges
2019,Switzerland,CHE,Europe & Central Asia,1.834453,#38BDF8,9,1834453260000,1.834453,World Bank WDI via World Federation of Exchanges
2019,Australia,AUS,East Asia & Pacific,1.487599,#EF4444,10,1487598500000,1.487599,World Bank WDI via World Federation of Exchanges
2019,"Korea, Rep.",KOR,East Asia & Pacific,1.484840,#94A3B8,11,1484840320000,1.484840,World Bank WDI via World Federation of Exchanges
2019,Brazil,BRA,Latin America & Caribbean,1.187362,#F97316,12,1187361690000,1.187362,World Bank WDI via World Federation of Exchanges
2019,South Africa,ZAF,Sub-Saharan Africa,1.056341,#EF4444,13,1056341440000,1.056341,World Bank WDI via World Federation of Exchanges
2019,Spain,ESP,Europe & Central Asia,0.797286,#22C55E,14,797285840000,0.797286,World Bank WDI via World Federation of Exchanges
2019,Russian Federation,RUS,Europe & Central Asia,0.791519,#38BDF8,15,791519440000,0.791519,World Bank WDI via World Federation of Exchanges
2019,Singapore,SGP,East Asia & Pacific,0.697271,#14B8A6,16,697271330000,0.697271,World Bank WDI via World Federation of Exchanges
2019,Thailand,THA,East Asia & Pacific,0.569228,#F59E0B,17,569228320000,0.569228,World Bank WDI via World Federation of Exchanges
2019,Indonesia,IDN,East Asia & Pacific,0.523322,#A78BFA,18,523321860000,0.523322,World Bank WDI via World Federation of Exchanges
2019,Malaysia,MYS,East Asia & Pacific,0.403957,#818CF8,19,403957380000,0.403957,World Bank WDI via World Federation of Exchanges
2019,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.388667,#FACC15,20,388666940000,0.388667,World Bank WDI via World Federation of Exchanges
2019,Norway,NOR,Europe & Central Asia,0.295549,#F97316,21,295548630000,0.295549,World Bank WDI via World Federation of Exchanges
2019,Philippines,PHL,East Asia & Pacific,0.275367,#F43F5E,22,275366710000,0.275367,World Bank WDI via World Federation of Exchanges
2019,United Arab Emirates,ARE,"Middle East, North Africa, Afghanistan & Pakistan",0.246819,#F43F5E,23,246818780000,0.246819,World Bank WDI via World Federation of Exchanges
2019,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.237371,#FB7185,24,237371160000,0.237371,World Bank WDI via World Federation of Exchanges
2019,Chile,CHL,Latin America & Caribbean,0.203792,#818CF8,25,203791650000,0.203792,World Bank WDI via World Federation of Exchanges
2019,Turkiye,TUR,Europe & Central Asia,0.184966,#F97316,26,184966060000,0.184966,World Bank WDI via World Federation of Exchanges
2019,Qatar,QAT,"Middle East, North Africa, Afghanistan & Pakistan",0.160051,#F43F5E,27,160050720000,0.160051,World Bank WDI via World Federation of Exchanges
2019,Poland,POL,Europe & Central Asia,0.151619,#F59E0B,28,151618860000,0.151619,World Bank WDI via World Federation of Exchanges
2019,Viet Nam,VNM,East Asia & Pacific,0.149817,#FACC15,29,149817280000,0.149817,World Bank WDI via World Federation of Exchanges
2019,Austria,AUT,Europe & Central Asia,0.133098,#38BDF8,30,133098220000,0.133098,World Bank WDI via World Federation of Exchanges
2019,Colombia,COL,Latin America & Caribbean,0.132040,#38BDF8,31,132040280000,0.132040,World Bank WDI via World Federation of Exchanges
2019,Kuwait,KWT,"Middle East, North Africa, Afghanistan & Pakistan",0.118142,#FB7185,32,118141910000,0.118142,World Bank WDI via World Federation of Exchanges
2019,New Zealand,NZL,East Asia & Pacific,0.107880,#38BDF8,33,107879780000,0.107880,World Bank WDI via World Federation of Exchanges
2019,Peru,PER,Latin America & Caribbean,0.098965,#F59E0B,34,98964960000,0.098965,World Bank WDI via World Federation of Exchanges
2019,Morocco,MAR,"Middle East, North Africa, Afghanistan & Pakistan",0.065415,#94A3B8,35,65415260000,0.065415,World Bank WDI via World Federation of Exchanges
2019,Bangladesh,BGD,South Asia,0.064417,#EF4444,36,64416510000,0.064417,World Bank WDI via World Federation of Exchanges
2019,Greece,GRC,Europe & Central Asia,0.053654,#FB7185,37,53653980000,0.053654,World Bank WDI via World Federation of Exchanges
2019,Pakistan,PAK,"Middle East, North Africa, Afghanistan & Pakistan",0.050562,#60A5FA,38,50561890000,0.050562,World Bank WDI via World Federation of Exchanges
2019,Luxembourg,LUX,Europe & Central Asia,0.044234,#EF4444,39,44233610000,0.044234,World Bank WDI via World Federation of Exchanges
2019,"Egypt, Arab Rep.",EGY,"Middle East, North Africa, Afghanistan & Pakistan",0.044200,#818CF8,40,44199850000,0.044200,World Bank WDI via World Federation of Exchanges
2020,United States,USA,North America,41.569862,#A78BFA,1,41569861770000,41.569862,World Bank WDI via World Federation of Exchanges
2020,China,CHN,East Asia & Pacific,12.276766,#84CC16,2,12276766270000,12.276766,World Bank WDI via World Federation of Exchanges
2020,Japan,JPN,East Asia & Pacific,6.718220,#FB7185,3,6718219550000,6.718220,World Bank WDI via World Federation of Exchanges
2020,"Hong Kong SAR, China",HKG,East Asia & Pacific,6.130420,#F43F5E,4,6130420430000,6.130420,World Bank WDI via World Federation of Exchanges
2020,Canada,CAN,North America,2.641455,#38BDF8,5,2641455040000,2.641455,World Bank WDI via World Federation of Exchanges
2020,India,IND,South Asia,2.552464,#EF4444,6,2552463790000,2.552464,World Bank WDI via World Federation of Exchanges
2020,Saudi Arabia,SAU,"Middle East, North Africa, Afghanistan & Pakistan",2.429102,#818CF8,7,2429102370000,2.429102,World Bank WDI via World Federation of Exchanges
2020,Germany,DEU,Europe & Central Asia,2.284109,#F43F5E,8,2284108840000,2.284109,World Bank WDI via World Federation of Exchanges
2020,"Korea, Rep.",KOR,East Asia & Pacific,2.176189,#94A3B8,9,2176189500000,2.176189,World Bank WDI via World Federation of Exchanges
2020,Switzerland,CHE,Europe & Central Asia,2.001603,#38BDF8,10,2001602870000,2.001603,World Bank WDI via World Federation of Exchanges
2020,Australia,AUS,East Asia & Pacific,1.720556,#EF4444,11,1720556180000,1.720556,World Bank WDI via World Federation of Exchanges
2020,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",1.539565,#FACC15,12,1539564820000,1.539565,World Bank WDI via World Federation of Exchanges
2020,South Africa,ZAF,Sub-Saharan Africa,1.051529,#EF4444,13,1051528630000,1.051529,World Bank WDI via World Federation of Exchanges
2020,Brazil,BRA,Latin America & Caribbean,0.988374,#F97316,14,988374320000,0.988374,World Bank WDI via World Federation of Exchanges
2020,Spain,ESP,Europe & Central Asia,0.759175,#22C55E,15,759174660000,0.759175,World Bank WDI via World Federation of Exchanges
